,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51,Cluster Number
185,0.52,0.45,0.55,0.52,0.68,0.42,1.0,0.74,0.03,0.77,0.48,0.97,0.61,0.55,0.19,0.68,0.9,0.48,0.87,1.0,0.48,0.74,0.58,0.42,0.42,0.16,0.48,0.26,0.35,0.23,0.77,0.68,0.23,0.16,0.29,0.32,0.39,0.29,0.23,0.32,0.42,0.19,0.55,0.71,0.48,0.42,0.23,0.48,0.48,0.23,0.06,0.0,10
186,0.52,0.73,1.0,0.67,0.67,0.39,0.42,0.15,0.79,0.73,0.42,0.52,0.61,0.73,0.67,0.48,0.58,0.94,0.52,0.24,0.58,0.42,0.33,0.55,0.58,0.27,0.0,0.36,0.36,0.39,0.45,0.24,0.73,0.0,0.27,0.58,0.33,0.39,0.79,0.52,0.45,0.73,0.45,0.82,0.67,0.39,0.3,0.73,0.15,0.58,0.18,0.42,9
187,0.47,0.5,0.56,1.0,0.72,0.92,0.64,0.39,0.75,0.11,0.25,0.92,0.53,0.5,0.64,0.53,1.0,0.64,0.31,0.78,0.36,0.53,0.31,0.56,0.19,0.19,0.36,0.17,0.53,0.0,0.31,0.08,0.33,0.36,0.11,0.56,0.42,0.42,0.58,0.53,0.61,0.25,0.72,0.56,0.33,0.22,0.19,0.28,0.61,0.31,0.17,0.22,10
188,0.39,0.45,0.84,0.32,0.61,1.0,0.26,0.16,0.32,0.39,0.58,0.1,0.68,0.29,0.61,0.58,0.48,0.35,0.77,0.26,0.32,0.58,0.45,0.71,0.29,0.0,0.19,0.32,0.35,0.55,0.68,0.32,0.26,0.32,0.32,0.1,0.9,0.16,0.16,0.19,0.19,0.26,0.23,0.42,0.26,0.81,0.32,0.77,0.29,0.23,0.1,0.06,14
189,1.0,0.61,0.91,0.73,0.91,0.76,0.3,0.48,0.52,0.42,0.67,0.45,0.61,1.0,0.79,0.27,0.79,0.45,0.73,0.21,0.36,0.39,0.42,0.45,0.67,0.33,0.24,0.24,0.15,0.55,0.39,0.58,0.36,0.0,0.45,0.55,0.48,0.36,0.48,0.48,0.33,0.67,0.58,0.15,0.58,0.21,0.24,0.24,0.3,0.52,0.15,0.3,10
190,0.77,0.46,0.62,0.44,0.67,0.54,0.49,0.69,0.62,0.56,0.56,0.62,1.0,0.72,0.51,0.44,0.33,0.46,0.79,0.56,0.79,0.59,0.74,0.41,0.31,0.31,0.0,0.15,0.26,0.23,0.31,0.31,0.46,0.23,0.51,0.36,0.31,0.46,0.49,0.21,0.28,0.74,0.38,0.05,0.18,0.46,0.46,0.26,0.44,0.44,0.41,0.15,10
191,0.27,0.55,0.45,0.61,0.64,0.85,0.85,0.48,0.48,0.73,0.33,0.55,0.73,0.73,0.42,0.85,0.76,0.76,0.52,0.94,0.39,0.52,1.0,0.61,0.45,0.39,0.36,0.33,0.58,0.27,0.36,0.0,0.67,0.45,0.67,0.3,0.45,0.39,0.58,0.24,0.48,0.79,0.36,0.58,0.52,0.61,0.42,0.33,0.3,0.48,0.52,0.48,10
192,0.38,0.03,0.28,0.62,0.36,0.59,0.46,0.51,0.31,0.56,0.72,0.51,0.62,0.62,0.56,0.36,0.64,1.0,0.56,0.51,0.74,0.64,0.36,0.64,0.31,0.0,0.23,0.28,0.03,0.28,0.44,0.03,0.46,0.26,0.21,0.13,0.21,0.1,0.36,0.44,0.28,0.15,0.49,0.56,0.36,0.08,0.49,0.23,0.31,0.36,0.03,0.0,19
193,0.67,0.75,0.5,0.17,0.75,0.96,0.79,0.63,0.58,0.75,0.63,1.0,0.75,0.54,1.0,0.96,0.92,1.0,0.42,0.58,0.83,0.25,0.54,0.5,0.17,0.0,0.08,0.42,0.08,0.25,0.04,0.42,0.13,0.0,0.75,0.38,0.75,0.33,0.17,0.38,0.96,0.38,0.42,0.54,0.25,0.5,0.08,0.67,0.17,0.58,0.38,0.33,10
194,0.33,0.33,0.58,0.42,0.42,0.25,0.25,0.58,0.25,0.42,0.67,0.42,0.42,0.25,0.0,0.83,0.58,0.33,1.0,0.33,0.42,0.25,0.0,0.25,0.58,0.58,0.42,0.33,0.67,0.08,0.33,0.25,0.0,0.25,0.25,0.08,0.67,0.25,0.5,0.42,0.33,0.25,0.25,0.33,0.33,0.25,0.25,0.5,0.42,0.17,0.33,0.17,14
195,0.86,0.55,0.72,0.48,0.93,0.59,0.86,0.9,0.62,0.72,0.66,0.31,0.69,0.55,0.48,0.41,1.0,0.52,0.41,0.28,0.45,0.59,0.14,0.28,0.9,0.0,0.79,0.41,0.14,0.34,0.45,0.1,0.31,0.52,0.72,0.31,0.38,0.14,0.62,0.41,0.38,0.69,0.31,0.38,0.83,0.69,0.41,0.34,0.34,0.41,0.55,0.34,10
196,0.25,0.38,0.38,0.88,0.38,0.56,0.44,1.0,0.5,0.63,0.63,0.25,0.44,0.81,0.81,0.13,0.44,0.69,0.06,0.31,0.63,0.56,0.69,0.56,0.63,0.63,0.13,0.0,0.25,0.25,0.56,0.5,0.94,0.38,0.31,0.44,0.31,0.25,0.69,0.69,0.25,0.38,0.5,0.19,0.88,0.56,0.63,0.94,0.25,0.25,0.13,0.5,9
197,0.24,0.94,0.06,0.35,0.29,0.53,0.47,0.41,0.29,0.76,0.41,0.35,0.65,0.53,0.71,0.71,0.24,0.18,0.41,0.88,0.29,0.35,0.65,0.71,0.82,1.0,0.35,0.29,0.59,0.29,0.0,0.24,0.24,0.29,0.71,0.29,0.41,0.29,0.12,0.0,0.41,0.35,0.24,0.29,0.76,0.29,0.35,0.24,0.24,0.47,0.35,0.76,0
198,0.5,0.13,0.13,0.75,0.38,0.88,0.13,0.5,0.5,0.63,0.38,0.63,0.88,0.5,0.38,0.13,0.25,0.25,0.63,0.63,0.38,0.25,0.25,0.88,0.63,1.0,0.13,0.38,0.0,0.38,1.0,0.25,0.13,0.25,0.13,0.25,0.13,0.5,0.5,0.25,0.25,0.38,0.75,0.25,0.88,0.5,0.38,0.5,0.25,0.13,0.38,0.25,7
199,0.43,0.3,0.53,0.4,0.7,0.3,0.33,0.5,0.4,0.23,0.3,0.57,0.43,0.37,0.37,0.37,0.37,0.4,0.57,0.63,0.7,0.53,0.6,0.47,1.0,0.63,0.17,0.2,0.1,0.0,0.3,0.47,0.43,0.3,0.27,0.13,0.37,0.43,0.17,0.53,0.2,0.33,0.53,0.23,0.33,0.27,0.43,0.6,0.6,0.37,0.6,0.7,0
200,0.0,0.25,0.25,0.5,0.5,0.5,0.13,0.25,0.13,0.75,0.75,0.5,0.25,0.25,0.0,0.13,0.75,0.25,0.5,0.25,0.38,0.75,1.0,0.63,0.5,0.25,0.13,0.13,0.63,0.0,0.25,0.13,0.25,0.25,0.38,0.13,0.38,0.5,0.5,0.13,0.5,0.38,0.5,0.5,0.38,0.5,0.0,0.0,0.13,0.75,0.0,0.38,14
201,0.25,0.25,0.25,0.3,0.3,0.3,0.5,0.45,0.75,0.55,0.0,0.55,0.65,0.6,0.7,0.75,0.6,0.5,0.35,0.95,0.9,0.85,0.55,0.6,0.75,1.0,0.2,0.55,0.5,0.25,0.2,0.45,0.4,0.45,0.35,0.05,0.3,0.8,0.45,0.25,0.5,0.45,0.25,0.6,0.8,0.45,1.0,0.75,0.35,0.8,1.0,0.9,0
202,0.89,0.67,0.22,0.56,0.56,0.89,0.67,0.56,0.44,0.22,0.44,0.78,0.22,0.44,0.78,0.78,0.33,0.78,1.0,0.67,0.56,0.22,0.67,0.89,0.56,0.78,0.22,0.56,0.0,1.0,0.11,0.11,0.78,0.89,0.22,0.56,0.67,0.67,0.22,0.78,0.22,0.67,0.67,0.78,0.56,0.33,0.56,0.67,0.78,0.67,0.44,0.67,15
203,0.2,0.4,0.2,0.2,0.2,0.6,0.8,0.4,0.4,0.2,0.0,0.2,0.6,0.4,0.2,0.4,1.0,0.6,0.4,1.0,0.0,1.0,0.6,0.2,1.0,0.8,1.0,0.0,0.4,0.8,0.8,0.4,0.2,0.6,0.2,0.6,0.4,0.4,1.0,0.0,0.2,0.6,0.2,0.4,0.0,0.4,1.0,0.8,0.4,0.2,0.6,0.8,16
204,0.26,0.09,0.09,0.35,0.13,0.04,0.43,0.17,0.39,0.26,0.3,0.3,0.3,0.17,0.48,0.35,0.35,0.43,0.48,0.13,0.35,0.43,0.22,0.91,0.87,1.0,0.09,0.13,0.09,0.09,0.22,0.48,0.17,0.35,0.22,0.26,0.0,0.26,0.17,0.04,0.09,0.39,0.13,0.65,0.39,0.17,0.35,0.3,0.3,0.26,0.74,0.52,3
205,0.17,0.0,0.17,0.5,0.17,0.5,0.67,0.0,0.67,0.83,0.0,0.33,0.5,0.5,0.33,0.33,0.67,0.33,0.5,0.33,1.0,0.5,0.83,0.83,0.67,0.17,0.17,0.5,0.5,0.33,0.33,0.17,0.17,0.17,0.33,0.0,0.17,0.5,0.5,0.67,0.33,0.33,0.33,0.5,1.0,0.33,0.33,1.0,1.0,0.67,0.17,0.83,0
206,0.09,0.36,0.64,0.55,0.18,0.36,0.09,0.45,0.55,0.45,0.82,0.09,0.82,0.36,0.27,0.55,0.55,0.45,0.27,0.36,0.18,0.36,0.55,0.55,0.82,0.91,0.0,0.18,0.27,0.27,0.36,0.27,0.09,0.27,0.36,0.36,0.18,0.36,0.73,0.18,0.0,0.36,0.55,0.36,0.55,0.73,0.64,0.18,0.45,0.82,0.82,1.0,0
207,0.42,0.31,0.58,0.5,0.5,0.42,0.5,0.36,0.11,0.31,0.78,0.58,0.44,0.5,0.72,0.39,0.5,0.83,0.25,0.47,0.97,0.72,0.97,1.0,0.67,0.94,0.11,0.0,0.33,0.25,0.31,0.19,0.17,0.0,0.22,0.28,0.08,0.5,0.28,0.42,0.33,0.39,0.44,0.61,0.31,0.33,0.67,0.5,0.47,0.58,0.67,0.83,0
208,0.62,0.15,0.15,0.54,0.92,0.62,0.15,0.54,0.31,0.77,0.69,0.23,0.54,0.62,0.54,0.54,0.38,0.85,0.46,0.69,0.62,0.46,0.54,0.92,0.31,0.85,0.31,0.15,0.31,0.08,0.46,0.46,0.08,0.0,0.38,0.46,0.38,0.46,0.38,0.15,0.0,0.69,0.15,0.54,0.23,0.31,0.31,1.0,0.15,0.69,0.62,0.85,0
209,0.63,0.42,0.26,0.53,0.16,0.37,0.63,1.0,0.26,0.37,0.47,0.53,0.58,0.53,0.84,0.32,0.32,0.68,0.53,0.63,0.47,0.68,0.47,0.63,0.74,0.53,0.26,0.37,0.21,0.16,0.26,0.32,0.37,0.0,0.21,0.63,0.42,0.32,0.32,0.26,0.47,0.37,0.26,0.32,0.47,0.53,0.37,0.21,0.68,0.79,0.74,0.53,15
210,0.73,0.53,0.33,0.53,0.67,0.67,0.87,0.67,0.4,0.47,1.0,0.53,0.13,0.53,0.67,0.47,0.33,0.47,1.0,0.73,0.93,0.6,0.87,0.33,0.53,0.53,0.4,0.33,0.6,0.6,0.2,0.47,0.0,0.4,0.4,0.73,0.53,0.33,0.0,0.4,0.27,0.07,0.4,0.27,0.47,0.13,0.27,0.93,0.2,0.4,0.4,0.67,7
211,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,1.0,0.33,0.0,0.33,0.67,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.33,1
212,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1
213,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,17
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1
218,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,6
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
223,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.0,6
224,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6
225,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
226,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17
228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12
229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
233,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,6
238,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17
239,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
240,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,4
241,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17
244,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.67,0.0,17
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17
246,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.33,0.33,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.33,0.0,17
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1
248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
